,GEO_ID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009E,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119E,DP03_0120E,DP03_0121E,DP03_0122E,DP03_0123E,DP03_0124E,DP03_0125E,DP03_0126E,DP03_0127E,DP03_0128E,DP03_0129E,DP03_0130E,DP03_0131E,DP03_0132E,DP03_0133E,DP03_0134E,DP03_0135E,DP03_0136E,DP03_0137E
1474,0500000US28145,"Union County, Mississippi",22015,12941,12941,12120,821,0,9074,12941,(X),11312,6240,6240,5794,1951,1522,4920,3467,11894,10495,1176,0,108,30,85,24.3,12120,3171,1790,2733,1290,3136,12120,217,665,3108,165,1838,716,95,376,666,2646,699,617,312,12120,9634,1790,693,3,9951,728,625,1540,1390,1528,1900,1131,764,196,149,41287,52505,7184,54028,3916,17010,1934,15428,1118,10973,332,4323,1282,7014,280,240,816,966,1082,1719,919,701,182,109,51500,60180,20088,2937,21550,31713,27314,35457,30520,28087,24887,16650,11427,3200,7490,270,16099,11525,10823,9113,8853,538,1710,702,277,166,111,425,4574,3779,1463,2635,795,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1475,0500000US28147,"Walthall County, Mississippi",11518,5820,5820,5459,361,0,5698,5820,(X),6064,2670,2670,2497,945,537,2217,1479,5308,4512,486,0,33,83,194,37.2,5459,1761,789,1181,907,821,5459,668,424,520,101,626,463,43,287,384,1063,278,212,390,5459,3829,975,653,2,5683,1035,689,679,810,681,842,292,462,94,99,29804,48456,3558,54368,2232,14835,936,17726,891,8516,90,4328,990,3542,444,263,327,491,491,728,216,424,77,81,41221,56936,20337,2141,15548,33282,26958,31056,29943,14468,11860,7194,6200,2608,3697,338,8126,5338,4984,3765,3603,245,1219,354,222,34,188,132,2788,1874,819,1228,914,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1476,0500000US28149,"Warren County, Mississippi",36835,20943,20877,19368,1509,66,15892,20877,(X),19589,10406,10398,9638,3333,2337,7387,5395,19123,16755,1726,37,179,220,206,19,19368,6427,4221,3470,2045,3205,19368,419,1514,2263,268,1788,1148,142,641,1846,4185,2781,1057,1316,19368,14017,4313,1030,8,18766,1938,1530,2366,2028,2740,3172,1838,2092,769,293,43039,58170,13203,60855,6330,17072,3788,29190,1671,9052,334,2864,2932,11921,688,695,1167,1347,1688,2181,1380,1913,594,268,53716,69672,23793,6845,25625,36764,27117,44059,31478,46555,40586,28251,18397,5969,12016,985,27328,19396,18009,15427,14728,1343,2582,1387,772,453,349,615,7932,6200,3232,3650,1732,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1477,0500000US28151,"Washington County, Mississippi",36109,20200,20174,17133,3041,26,15909,20174,(X),19649,10234,10232,8958,3855,2692,7400,5508,16833,14542,1726,6,219,147,193,16.7,17133,5150,3193,4179,1540,3071,17133,406,913,1363,399,2622,1037,311,607,990,4773,1718,720,1274,17133,12120,4102,872,39,18299,2766,1845,3056,2480,2153,2891,1326,1022,333,427,30834,49433,12269,51039,7081,15802,2754,18411,2264,8837,513,1732,5386,11477,1355,850,1649,1493,1349,2171,1082,875,302,351,40073,58686,19884,6822,19583,31423,25848,40034,29010,46637,38131,19632,22656,8506,12934,986,26882,18449,15572,11947,11030,1287,3625,2877,1263,580,731,1614,8433,6201,2033,4895,2232,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1478,0500000US28153,"Wayne County, Mississippi",16000,9017,9017,8174,843,0,6983,9017,(X),8341,4459,4459,3945,1541,907,3227,2107,7858,6288,521,69,115,268,597,35.3,8174,2438,865,1662,1406,1803,8174,994,428,1422,87,1000,360,68,281,431,1695,476,567,365,8174,5963,1504,707,0,7734,821,725,1225,888,776,1063,963,739,296,238,37970,58240,5249,64888,2964,16307,1197,21166,877,7851,190,1936,1531,5620,405,304,712,600,606,893,861,743,269,227,55263,69843,22611,2114,16946,25157,30017,44681,28839,20300,18230,11274,8948,2070,5247,134,11773,8259,7519,6555,6179,516,964,740,392,147,264,348,3514,2914,1194,1848,600,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1479,0500000US28155,"Webster County, Mississippi",7700,3940,3940,3740,200,0,3760,3940,(X),4008,1872,1872,1746,672,360,1616,936,3643,3255,202,14,64,73,35,28.1,3740,1120,638,750,450,782,3740,114,286,535,43,502,238,45,122,138,1055,229,256,177,3740,2601,902,199,38,3787,487,255,483,562,401,787,372,297,58,85,40683,52955,2549,55700,1438,19490,836,21396,225,9492,125,7873,801,2748,259,124,290,364,267,675,361,270,58,80,54722,61809,21109,1039,22862,29320,26767,38890,37114,9739,8602,5494,4200,1137,2523,107,5541,3668,3490,3015,2888,223,475,178,93,13,80,85,1873,1403,691,830,470,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1480,0500000US28157,"Wilkinson County, Mississippi",7313,2771,2771,2468,303,0,4542,2771,(X),3389,1508,1508,1430,551,494,994,631,2409,2163,135,5,31,0,75,30.7,2468,708,500,504,492,264,2468,130,347,196,42,318,163,4,42,151,710,19,47,299,2468,1704,670,94,0,2898,509,250,619,450,466,287,174,113,7,23,26599,36932,1709,41389,1233,14268,504,21527,437,7032,49,4282,704,1750,162,153,378,184,338,227,174,104,7,23,34868,45991,13231,1148,20903,23058,20950,32183,25806,7904,6738,3519,4010,1166,1968,8,4527,2660,2387,1953,1868,85,434,273,145,111,36,128,1867,1289,556,889,578,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1481,0500000US28159,"Winston County, Mississippi",14576,7825,7825,7181,644,0,6751,7825,(X),7562,3802,3802,3459,1083,668,2819,2121,7020,5512,1131,19,141,168,49,27.1,7181,1970,1396,1301,914,1600,7181,283,631,1303,121,850,269,7,163,387,1869,778,247,273,7181,5256,1505,372,48,7396,778,571,1175,1090,1073,1089,684,625,117,194,36214,59031,4993,63093,3232,16381,1235,28675,702,8702,100,1415,1691,4982,386,272,673,706,730,797,593,548,117,160,44726,68401,24538,2414,21210,36753,26921,40748,31658,17929,15938,10085,8034,1991,4492,130,9966,7121,6574,5658,5351,456,916,547,235,95,140,312,2845,2233,901,1535,612,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1482,0500000US28161,"Yalobusha County, Mississippi",9945,5695,5695,5442,253,0,4250,5695,(X),5235,2864,2864,2751,876,600,1691,1258,5390,4799,508,10,26,22,25,24.7,5442,1146,871,1135,647,1643,5442,119,475,1497,137,536,378,135,188,243,1120,183,103,328,5442,4307,956,179,0,5161,381,531,640,541,911,1162,543,369,40,43,41864,49546,3561,51830,2367,16723,1159,16105,438,7595,44,1077,895,3407,82,222,289,448,631,896,490,286,40,23,50685,56785,21140,1754,20904,31263,26610,37279,26883,12233,10633,6792,5305,1600,2917,133,7041,5116,4906,4019,3884,299,887,210,119,75,49,91,1925,1436,536,981,489,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1483,0500000US28163,"Yazoo County, Mississippi",21984,9535,9535,8109,1426,0,12449,9535,(X),9603,5004,5004,4136,1937,1068,4079,2837,7899,6335,1250,0,67,94,153,25.7,8109,2307,1728,1491,841,1742,8109,453,518,1421,257,705,385,54,320,508,2100,408,365,615,8109,5941,1634,519,15,8689,1334,782,1516,976,1038,1364,684,731,146,118,31402,51917,5428,58596,3495,15506,1440,20962,1345,8707,146,1424,2438,5552,718,307,727,693,659,1021,538,663,139,87,40523,62369,18866,3137,18922,31218,24199,36473,33697,23580,20476,10866,11846,3104,6912,140,13174,8866,7560,6366,5956,606,1194,1306,624,230,441,682,4308,3269,938,2635,1039,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1484,0500000US29001,"Adair County, Missouri",21380,11611,11578,10827,751,33,9769,11578,(X),11238,5751,5745,5471,1432,824,2852,2412,10650,8285,1316,14,329,203,503,16.7,10827,3870,1990,2398,1115,1454,10827,235,659,905,225,1230,247,205,422,852,3954,916,534,443,10827,8007,2196,602,22,9513,1438,813,1225,928,1283,1492,944,1012,210,168,40046,55584,6926,56555,2900,16874,1492,24196,493,9147,189,3383,1026,4971,209,138,424,413,742,1208,726,829,143,139,62784,75266,22000,4542,18329,32847,20570,40762,32291,25021,22903,19033,6610,2118,5379,331,16200,10377,9746,8712,8357,575,1034,631,331,252,79,300,5823,5373,4530,1133,450,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1485,0500000US29003,"Andrew County, Missouri",13991,8780,8752,8476,276,28,5211,8752,(X),7042,4041,4033,3955,1055,786,2633,1959,8268,7254,551,3,182,36,242,23.6,8476,2762,1328,1811,891,1684,8476,246,588,1512,166,892,534,75,426,548,2231,416,348,494,8476,6678,1364,424,10,6807,366,327,661,631,1000,1279,916,1192,221,214,55683,70526,5214,71071,2366,18805,1357,26756,271,10256,74,1750,444,4810,165,72,347,345,734,831,835,1096,190,195,70909,81792,28027,1997,29715,41447,32400,44129,36087,17198,15980,13343,4777,1218,4167,66,9993,7968,7795,7092,6989,225,703,173,116,97,19,57,2025,1643,1310,473,382,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1486,0500000US29005,"Atchison County, Missouri",4366,2739,2739,2649,90,0,1627,2739,(X),2216,1272,1272,1222,301,203,655,574,2624,2104,278,6,87,26,123,17.7,2649,835,567,494,297,456,2649,218,129,299,55,291,285,46,61,168,631,158,167,141,2649,1891,493,263,2,2505,123,177,271,371,357,521,312,235,95,43,48385,60781,1886,59832,1023,18037,401,19555,126,7790,27,1452,220,1472,35,38,94,173,204,363,247,189,89,40,64630,75905,29009,1033,29132,37380,30083,46713,31090,5180,4741,3814,1842,439,1072,31,2862,2376,2291,1974,1870,129,317,85,58,42,16,27,486,422,262,197,64,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1487,0500000US29007,"Audrain County, Missouri",20455,11578,11578,10751,827,0,8877,11578,(X),11430,5495,5495,5050,1715,1118,3484,2943,10599,8658,924,0,308,176,533,21.8,10751,2901,2305,1862,1190,2493,10751,607,560,2068,252,1180,496,137,340,558,2582,711,512,748,10751,8288,1684,750,29,9328,641,520,1087,1423,1745,1882,872,789,197,172,43761,57969,6763,55633,3698,18502,1928,19794,657,9239,165,2139,970,5878,308,153,489,673,1021,1460,761,683,168,162,54715,70009,21819,3450,30000,34416,26873,37418,30617,23862,21476,15969,8904,2386,6281,369,13352,10376,9721,8544,8161,674,1177,655,367,250,117,288,2976,2465,1228,1554,511,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1488,0500000US29009,"Barry County, Missouri",28596,15311,15311,14590,721,0,13285,15311,(X),14461,6782,6782,6301,2233,1166,5132,3223,14385,11521,1449,29,392,223,771,21.7,14590,3647,2469,2759,1928,3787,14590,758,1342,3222,385,1829,632,245,572,855,2484,1236,516,514,14590,11778,1403,1404,5,13211,921,862,1897,1657,2262,2582,1305,1254,193,278,41463,56640,9099,58752,5496,18995,2812,21284,638,9881,236,1637,1791,9436,400,369,910,1226,1616,2286,1162,1069,180,218,51986,63412,21960,3775,22844,35437,25711,37032,29234,35196,29727,19873,14585,5469,8567,1118,19771,13897,13263,10802,10133,1026,2461,634,269,92,186,365,5874,4362,2207,2424,1512,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1489,0500000US29011,"Barton County, Missouri",9426,5513,5513,5195,318,0,3913,5513,(X),4833,2374,2374,2325,683,364,1874,1321,5174,4336,338,9,102,99,290,23.6,5195,1732,566,1253,600,1044,5195,593,287,924,99,677,232,72,309,240,1044,295,201,222,5195,3902,780,476,37,4931,420,294,636,764,762,751,407,426,346,125,41625,62378,3522,64653,1985,16988,847,15304,388,9681,146,2416,801,3278,157,96,343,467,486,620,333,354,319,103,53643,74331,25938,1653,25035,32581,28243,40792,31701,11727,10589,7626,4688,1138,2983,91,6456,4934,4628,4167,4016,319,461,306,98,72,27,208,1522,1166,644,624,356,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1490,0500000US29013,"Bates County, Missouri",12927,7965,7962,7612,350,3,4962,7962,(X),6692,3850,3850,3689,1157,930,2485,1843,7477,5596,892,36,221,90,642,30.7,7612,1997,1508,1512,1195,1400,7612,569,890,797,145,933,414,75,332,630,1488,497,523,319,7612,5779,929,881,23,6706,254,390,886,1039,1034,1164,692,947,172,128,46186,65596,5014,67613,2572,19079,1432,19593,350,10609,204,2297,879,4649,95,86,468,499,751,991,610,875,152,122,60126,79130,27035,2057,24679,30862,28886,47367,31231,16061,14525,11261,5714,1536,4080,306,9016,6978,6663,5859,5591,446,804,315,179,142,51,136,2038,1754,984,925,284,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1491,0500000US29015,"Benton County, Missouri",16151,7162,7162,6573,589,0,8989,7162,(X),8206,3452,3452,3252,939,629,2129,1243,6426,4855,900,13,149,116,393,27.7,6573,2022,1303,1352,728,1168,6573,304,506,802,131,1035,310,25,280,246,1819,740,128,247,6573,4996,945,619,13,7947,754,652,1026,1216,1359,1402,719,556,136,127,38028,54881,4313,54337,4382,20305,2473,17377,663,10429,155,2438,950,5090,235,249,321,862,1007,1047,631,491,120,127,46901,68795,23984,2857,21149,28524,23499,41736,30343,18789,16515,11030,9585,2274,3543,386,9771,6369,5859,4907,4603,528,952,510,256,106,175,254,3402,2749,1314,1836,653,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1492,0500000US29017,"Bollinger County, Missouri",9956,5295,5295,5059,236,0,4661,5295,(X),5002,2463,2463,2378,694,398,1950,1261,4808,3297,910,50,195,58,298,31.6,5059,1268,811,881,903,1196,5059,132,587,844,172,695,269,55,130,269,1089,316,343,158,5059,4062,541,456,0,4669,308,337,683,580,660,993,590,387,70,61,42985,53616,3155,57549,2221,17193,1098,16168,337,11730,83,1086,723,3312,103,146,362,373,510,852,501,365,58,42,52835,60483,20949,1357,22017,30133,27055,41043,27482,12195,10874,7574,5125,1321,2883,63,7019,4798,4612,3769,3492,404,843,186,126,59,67,60,2221,1877,861,1171,344,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1493,0500000US29019,"Boone County, Missouri",144697,97729,97537,93375,4162,192,46968,97537,(X),75379,49327,49304,47584,12047,8764,22003,17844,91335,71686,9642,1039,3447,1577,3944,18,93375,42528,16248,20284,6030,8285,93375,932,4191,5084,2138,10847,3634,1903,7842,6858,32493,9792,4001,3660,93375,69020,19538,4671,146,69957,5993,3190,6847,7112,9588,12098,8787,9810,3485,3047,54043,73099,58067,71679,16319,19566,10978,27656,2416,10127,1047,2551,6262,40348,1419,1046,2350,2631,5016,7145,6714,8231,3053,2743,76873,94073,29365,29609,31513,42491,28065,46944,39684,175186,162935,141639,38927,12251,40209,1415,115495,91043,87056,79613,77539,3753,7443,3987,2814,2321,651,1173,24452,22262,17914,5594,2190,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1494,0500000US29021,"Buchanan County, Missouri",70848,44273,44179,41913,2266,94,26575,44179,(X),35361,20895,20860,20109,6562,4592,12539,9089,41392,34332,4408,361,722,587,982,17,41913,11935,7570,9560,3500,9348,41913,486,2410,7917,903,5023,2245,819,2264,2779,9794,3953,1635,1685,41913,35294,4879,1714,26,33432,2338,2015,3625,4000,4622,7040,4366,3425,1167,834,50457,63587,25140,65243,11551,18433,6672,21209,2096,10171,835,2212,4629,20368,1040,687,1537,1803,2877,4506,3234,2855,1119,710,62461,76351,25419,13064,30898,40521,28428,45343,35023,86052,77359,59249,29176,8693,21361,1157,51471,40465,38417,33656,31723,2814,4761,2048,916,659,269,1132,11006,9372,4884,5452,1634,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1495,0500000US29023,"Butler County, Missouri",33998,18828,18812,17067,1745,16,15170,18812,(X),17558,8961,8945,8405,3081,2133,5985,4183,16817,13615,1817,188,379,289,529,17.9,17067,4890,2902,4182,1763,3330,17067,591,978,2267,315,2763,975,205,739,739,5025,1113,708,649,17067,13366,2469,1204,28,16357,1713,1546,2283,2002,2690,2641,1738,1049,277,418,39058,53525,10987,56929,6935,16443,3160,18779,1551,8516,484,2831,3693,10963,549,707,1261,1188,1852,2248,1592,936,255,375,48733,64849,21286,5394,18801,27383,24697,39709,30727,42074,36756,23361,19033,5318,10531,363,24073,16827,15328,12469,11520,1541,2859,1499,623,248,390,876,7246,6049,2529,4104,1197,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1496,0500000US29025,"Caldwell County, Missouri",7123,3979,3974,3874,100,5,3144,3974,(X),3571,1862,1862,1810,583,342,1359,933,3784,3097,393,1,108,32,153,33.5,3874,1070,709,812,570,713,3874,154,316,563,152,535,264,23,174,115,853,154,196,375,3874,2815,715,339,5,3682,200,217,534,455,531,765,468,361,107,44,48033,58141,2596,60262,1516,19195,861,17443,244,12343,152,3188,355,2393,68,80,248,240,337,584,395,302,96,43,58809,68922,24238,1289,28208,35956,30035,45034,31285,8852,8122,6292,3245,730,2328,128,4840,3610,3517,3138,2946,270,379,93,76,69,26,17,1230,1025,717,470,205,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1497,0500000US29027,"Callaway County, Missouri",36587,21151,21126,20425,701,25,15436,21126,(X),17934,10443,10443,10167,2766,1914,5903,4824,20013,16613,2035,8,134,476,747,23.5,20425,6629,3828,4583,2390,2995,20425,615,1277,1679,323,2477,1642,302,1210,1380,5123,1227,962,2208,20425,14360,4758,1281,26,16038,1010,765,1349,1778,2311,3347,2424,2201,504,349,55376,65892,12113,66352,5867,19264,3649,20606,812,9750,358,2696,1758,10830,598,202,522,1004,1310,2605,2021,1786,469,313,67283,75896,25069,5208,31670,40822,30788,42534,35489,42130,38133,31093,12856,3997,10033,672,25333,19402,18836,16765,16215,1124,2071,566,297,185,141,269,5931,4946,3706,1973,985,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1498,0500000US29029,"Camden County, Missouri",38091,19528,19493,18231,1262,35,18563,19493,(X),19349,9408,9408,8879,2167,1119,4755,3323,17995,14575,2012,28,226,181,973,23.2,18231,5063,4001,4730,1963,2474,18231,387,1647,1305,226,3545,913,139,918,1391,3581,2611,1037,531,18231,14520,1962,1702,47,16096,1211,843,1530,1752,2287,3180,2068,1909,580,736,52087,70165,10721,66226,7951,21047,4801,27087,748,10635,396,2759,1677,11521,562,432,676,1048,1674,2510,1741,1688,531,659,63766,80341,27385,4575,28366,41975,24374,38717,33059,44586,38404,27272,19542,6182,8556,630,23961,16670,15661,12390,11578,1220,3271,1009,383,308,149,626,7291,5646,3433,2688,1645,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1499,0500000US29031,"Cape Girardeau County, Missouri",63224,39806,39668,37627,2041,138,23418,39668,(X),32984,19641,19545,18780,5264,3507,10695,8055,36685,30170,3847,193,979,373,1123,19.3,37627,13275,7414,8382,3459,5097,37627,584,2302,3948,1039,4175,1269,617,1926,2372,11923,4298,1644,1530,37627,30319,5368,1859,81,29366,2102,1489,3372,3021,4229,5631,3850,3686,1009,977,51730,68290,22688,69583,9894,18726,5649,22837,1390,9608,405,2047,2950,18633,550,491,1375,1503,2531,4059,3134,3200,900,890,66731,83528,26546,10733,28479,39325,27793,47207,35330,77096,70744,57747,22466,6352,17907,516,47370,36084,34230,30871,29949,1396,3359,1854,1045,727,325,809,11286,9621,6866,3379,1665,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1500,0500000US29033,"Carroll County, Missouri",7045,4045,4045,3699,346,0,3000,4045,(X),3677,1920,1920,1772,709,518,1192,859,3638,2843,320,1,65,56,353,25.7,3699,1128,686,669,523,693,3699,434,257,394,68,383,219,48,197,170,1006,189,152,182,3699,2786,536,370,7,3552,234,291,541,406,437,707,389,297,107,143,42149,59785,2412,61370,1441,18784,690,18334,281,10463,88,2369,542,2408,93,84,314,211,256,630,313,280,107,120,58435,72299,24597,1144,23026,30710,25888,41476,32120,8751,7801,5567,3542,950,2128,194,4850,3630,3289,2900,2721,294,389,341,185,96,109,156,1220,1012,479,609,208,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1501,0500000US29035,"Carter County, Missouri",4855,2641,2619,2433,186,22,2214,2619,(X),2501,1269,1269,1159,405,319,1082,824,2434,1845,180,0,92,53,264,28.1,2433,739,433,467,378,416,2433,156,218,354,28,271,174,4,62,90,582,268,109,117,2433,1787,319,327,0,2366,211,141,340,346,305,496,209,194,64,60,39415,55662,1609,58929,1058,17714,434,21063,233,7595,8,N,397,1582,63,49,145,246,195,405,163,192,64,60,55867,68873,21884,784,18016,25763,25833,44167,33140,6142,5096,3267,2544,1046,1616,104,3351,2341,2189,1651,1505,174,538,152,56,33,23,96,1010,717,156,611,293,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1502,0500000US29037,"Cass County, Missouri",80167,52962,52942,50661,2281,20,27205,52942,(X),41449,24965,24956,23757,7387,4639,16817,12631,49713,42383,4245,43,431,327,2284,28.3,50661,17982,8276,11474,5940,6989,50661,604,4976,5341,1480,5840,2860,1100,3677,5677,10518,3577,2755,2256,50661,41987,5597,2984,93,39444,1401,1124,3161,3283,4737,8076,6590,6509,2848,1715,67659,82359,31020,82555,12839,20121,9389,22659,1387,10917,699,2460,3309,28824,649,477,1394,2101,3099,5779,5408,5819,2625,1473,79015,92271,31675,10620,38563,50233,36998,54142,41458,101904,94369,78337,29617,7535,26682,1304,59328,48320,46433,42225,40785,2751,4208,1887,1302,862,485,585,11008,9589,7031,3576,1419,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1503,0500000US29039,"Cedar County, Missouri",10995,5763,5763,5243,520,0,5232,5763,(X),5566,2680,2680,2511,1013,730,2078,1305,5235,4291,408,0,108,35,393,25.4,5243,1710,966,992,773,802,5243,314,552,672,143,577,302,45,321,241,1044,352,415,265,5243,3946,671,599,27,5785,482,358,924,784,1122,1028,418,405,119,145,39412,53359,3857,49845,2704,19062,1286,19583,522,8411,284,2721,1204,3905,165,160,504,478,783,853,395,332,93,142,46950,62687,22434,1880,23750,33369,24556,40750,26694,13776,11552,6933,6538,2224,3522,404,7169,4993,4508,3499,3221,426,1009,485,132,66,69,353,2176,1732,751,1148,444,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1504,0500000US29041,"Chariton County, Missouri",6031,3264,3264,3158,106,0,2767,3264,(X),3076,1557,1557,1504,554,453,1127,886,3130,2462,349,0,46,38,235,24.3,3158,1025,460,679,411,583,3158,304,229,410,131,384,176,111,152,118,744,125,147,127,3158,2307,479,365,7,2779,156,213,405,281,452,486,316,315,105,50,46992,61690,1940,66180,1243,17941,578,18152,192,10421,47,2685,236,1886,33,67,189,151,336,391,285,279,107,48,60000,76192,24470,893,21675,29910,28069,42939,32264,7321,6790,5310,2778,531,1804,70,3888,2975,2869,2541,2479,133,328,106,87,67,20,19,913,799,449,458,114,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1505,0500000US29043,"Christian County, Missouri",65172,41810,41792,40014,1778,18,23362,41792,(X),33986,19874,19874,19110,6178,4113,14411,9975,39433,33567,3232,8,375,492,1759,25.6,40014,14337,6723,10096,3715,5143,40014,620,3070,2969,1264,5432,2178,677,2887,3297,10155,3596,2723,1146,40014,33599,4034,2330,51,31097,1277,1132,3103,3285,4738,6635,4627,4041,1304,955,57019,70886,23952,71759,10021,19763,6095,26993,1625,10871,555,1757,2841,22868,614,441,1234,2150,3304,5197,4114,3753,1159,902,66510,80999,27024,8229,31367,39509,31313,45106,35469,83838,76393,60100,26106,7445,22677,1224,48763,38135,36569,32663,31223,2410,3906,1566,999,689,383,567,10628,8883,6044,3767,1745,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
1506,0500000US29045,"Clark County, Missouri",5394,3408,3390,3267,123,18,1986,3390,(X),2655,1533,1515,1472,500,365,951,622,3247,2576,252,1,132,66,220,26,3267,887,440,548,430,962,3267,256,230,704,64,394,274,53,90,130,652,164,103,153,3267,2463,474,321,9,2942,205,182,324,398,425,597,348,324,87,52,47955,64851,2207,66848,1140,18299,490,17958,145,7252,28,1407,271,1971,59,24,167,248,297,494,258,295,77,52,59750,78922,28537,971,24025,34110,28468,42407,30825,6703,5685,4361,2334,1018,1635,286,3743,2959,2857,2363,2278,143,494,102,68,57,11,34,784,617,352,314,167,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
